Year;Category;Film;FilmId;Name;Productora;winner;dist_1;dist_2;dist_3;dist_4;dist_5;es_streaming
2017;ACTRESS IN A LEADING ROLE;The Shape of Water;tt5580390;Sally Hawkins;Double Dare You, Fox Searchlight Pictures, TSG Entertainment;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;ACTRESS IN A LEADING ROLE;Three Billboards outside Ebbing, Missouri;tt5027774;Frances McDormand;Blueprint Pictures, Film4, Searchlight Pictures;1.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;ACTRESS IN A LEADING ROLE;I, Tonya;tt5580036;Margot Robbie;AI-Film, Clubhouse Pictures, Georgia Film, Music & Digital Entertainment Office, LuckyChap, beIN Media Group;0.0;twentieth century fox;universal pictures;0;0;0;0
2017;ACTRESS IN A LEADING ROLE;Lady Bird;tt4925292;Saoirse Ronan;IAC Films, Scott Rudin Productions, Entertainment 360, Mission Films;0.0;a24;columbia pictures;united international pictures;universal pictures;0;0
2017;ACTRESS IN A LEADING ROLE;The Post;tt6294822;Meryl Streep;Twentieth Century Fox, Dreamworks Pictures, Reliance Entertainment, TSG Entertainment, Participant, Amblin Entertainment, Pascal Pictures, Star Thrower Entertainment;0.0;twentieth century fox;fox;columbia pictures;united international pictures;universal pictures;0
2017;ACTRESS IN A SUPPORTING ROLE;Mudbound;tt2396589;Mary J. Blige;Armory Films, ArtImage Entertainment, Black Bear, Elevated Films, MACRO, MMC Joule Films, Zeal Media;0.0;netflix;0;0;0;0;1
2017;ACTRESS IN A SUPPORTING ROLE;I, Tonya;tt5580036;Allison Janney;AI-Film, Clubhouse Pictures, Georgia Film, Music & Digital Entertainment Office, LuckyChap, beIN Media Group;1.0;twentieth century fox;universal pictures;0;0;0;0
2017;ACTRESS IN A SUPPORTING ROLE;Phantom Thread;tt5776858;Lesley Manville;Focus Features, Annapurna Pictures, Perfect World Pictures, JoAnne Sellar Productions, Ghoulardi Film Company;0.0;united international pictures;universal pictures;hbo max;0;0;0
2017;ACTRESS IN A SUPPORTING ROLE;Lady Bird;tt4925292;Laurie Metcalf;IAC Films, Scott Rudin Productions, Entertainment 360, Mission Films;0.0;a24;columbia pictures;united international pictures;universal pictures;0;0
2017;ACTRESS IN A SUPPORTING ROLE;The Shape of Water;tt5580390;Octavia Spencer;Double Dare You, Fox Searchlight Pictures, TSG Entertainment;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;ANIMATED FEATURE FILM;The Boss Baby;tt3874544;Tom McGrath and Ramsey Naito;DreamWorks Animation;0.0;twentieth century fox;fox;warner bros;universal pictures;netflix;1
2017;ANIMATED FEATURE FILM;The Breadwinner;tt3901826;Nora Twomey and Anthony Leo;Aircraft Pictures, Cartoon Saloon, MÃ©lusine Productions, Canadian Broadcasting Corporation, FÃ­s Ã‰ireann / Screen Ireland, GKIDS, Gaia Entertainment, Guru Animation Studio, Jolie Pas Productions, Ontario Media Development Corporation, Superprod;0.0;netflix;universal pictures;0;0;0;1
2017;ANIMATED FEATURE FILM;Coco;tt2380307;Lee Unkrich and Darla K. Anderson;Walt Disney Pictures, Pixar Animation Studios, DÃ­a de Muertos;1.0;walt disney;united international pictures;sony pictures;0;0;0
2017;ANIMATED FEATURE FILM;Ferdinand;tt3411444;Carlos Saldanha and Lori Forte;Twentieth Century Fox Animation, Blue Sky Studios, Davis Entertainment;0.0;twentieth century fox;fox;warner bros;0;0;0
2017;ANIMATED FEATURE FILM;Loving Vincent;tt3262342;Dorota Kobiela, Hugh Welchman and Ivan Mactaggart;BreakThru Productions, Trademark Films, Silver Reel, Odra Film, Centrum Technologii Audiowizualnych, Polski Instytut Sztuki Filmowej, RBF Productions, Sevenex Capital Partners;0.0;twentieth century fox;0;0;0;0;0
2017;CINEMATOGRAPHY;Blade Runner 2049;tt1856101;Roger A. Deakins;Alcon Entertainment, Columbia Pictures, Sony, Torridon Films, 16:14 Entertainment, Scott Free Productions, Babieka, Thunderbird Entertainment;1.0;warner bros;sony pictures;united international pictures;universal pictures;walt disney;0
2017;CINEMATOGRAPHY;Darkest Hour;tt4555426;Bruno Delbonnel;Focus Features, Perfect World Pictures, Pin3hot, Working Title Films;0.0;columbia pictures;united international pictures;universal pictures;0;0;0
2017;CINEMATOGRAPHY;Dunkirk;tt5013056;Hoyte van Hoytema;Syncopy, Warner Bros., Dombey Street Productions, Kaap Holland Film, Canal+, CinÃ©+, RatPac-Dune Entertainment;0.0;warner bros;twentieth century fox;warner bros pictures;hbo max;0;0
2017;CINEMATOGRAPHY;Mudbound;tt2396589;Rachel Morrison;Armory Films, ArtImage Entertainment, Black Bear, Elevated Films, MACRO, MMC Joule Films, Zeal Media;0.0;netflix;0;0;0;0;1
2017;CINEMATOGRAPHY;The Shape of Water;tt5580390;Dan Laustsen;Double Dare You, Fox Searchlight Pictures, TSG Entertainment;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;COSTUME DESIGN;Beauty and the Beast;tt2771200;Jacqueline Durran;Walt Disney Pictures, Mandeville Films;0.0;walt disney;united international pictures;sony pictures;warner bros;netflix;1
2017;COSTUME DESIGN;Darkest Hour;tt4555426;Jacqueline Durran;Focus Features, Perfect World Pictures, Pin3hot, Working Title Films;0.0;columbia pictures;united international pictures;universal pictures;0;0;0
2017;COSTUME DESIGN;Phantom Thread;tt5776858;Mark Bridges;Focus Features, Annapurna Pictures, Perfect World Pictures, JoAnne Sellar Productions, Ghoulardi Film Company;1.0;united international pictures;universal pictures;hbo max;0;0;0
2017;COSTUME DESIGN;The Shape of Water;tt5580390;Luis Sequeira;Double Dare You, Fox Searchlight Pictures, TSG Entertainment;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;COSTUME DESIGN;Victoria & Abdul;tt5816682;Consolata Boyle;Focus Features, Perfect World Pictures, BBC Film, Working Title Films, Cross Street Films;0.0;universal pictures;united international pictures;sony pictures;hbo max;netflix;1
2017;DIRECTING;Dunkirk;tt5013056;Christopher Nolan;Syncopy, Warner Bros., Dombey Street Productions, Kaap Holland Film, Canal+, CinÃ©+, RatPac-Dune Entertainment;0.0;warner bros;twentieth century fox;warner bros pictures;hbo max;0;0
2017;DIRECTING;Get Out;tt5052448;Jordan Peele;Universal Pictures, Blumhouse Productions, QC Entertainment, Monkeypaw Productions, Dentsu, Fuji Television Network (Fuji TV);0.0;columbia pictures;sony pictures;united international pictures;universal pictures;sony pictures home entertainment;0
2017;DIRECTING;Lady Bird;tt4925292;Greta Gerwig;IAC Films, Scott Rudin Productions, Entertainment 360, Mission Films;0.0;a24;columbia pictures;united international pictures;universal pictures;0;0
2017;DIRECTING;Phantom Thread;tt5776858;Paul Thomas Anderson;Focus Features, Annapurna Pictures, Perfect World Pictures, JoAnne Sellar Productions, Ghoulardi Film Company;0.0;united international pictures;universal pictures;hbo max;0;0;0
2017;DIRECTING;The Shape of Water;tt5580390;Guillermo del Toro;Double Dare You, Fox Searchlight Pictures, TSG Entertainment;1.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;DOCUMENTARY (Feature);Abacus: Small Enough to Jail;tt5952382;Steve James, Mark Mitten and Julie Goldman;Blue Ice Films, Kartemquin Films, Mitten Media, Motto Pictures, WGBH;0.0;0;0;0;0;0;0
2017;DOCUMENTARY (Feature);Faces Places;tt5598102;Agnès Varda, JR and Rosalie Varda;CinÃ©-tamaris, Social Animals, Rouge International, Arte France CinÃ©ma, Arches Films, Canal+, Le Pacte, Cohen Media Group;0.0;0;0;0;0;0;0
2017;DOCUMENTARY (Feature);Icarus;tt6333060;Bryan Fogel and Dan Cogan;Alex Productions, Chicago Media Project, Diamond Docs, Impact Partners, Makemake, Rise Films;1.0;netflix;0;0;0;0;1
2017;DOCUMENTARY (Feature);Last Men in Aleppo;tt6333074;Feras Fayyad, Kareem Abeed and Søren Steen Jespersen;Aleppo Media Center, Larm Film, Kloos & Co. Medien GmbH, Det Danske Filminstitut, AFAC - The Arab Fund for Arts and Culture, Cinereach, IDFA Bertha Fund, International Documentary Association (IDA), Sundance Institute Documentary Fund;0.0;0;0;0;0;0;0
2017;DOCUMENTARY (Feature);Strong Island;tt5873150;Yance Ford and Joslyn Barnes;Yanceville Films, Louverture Films, Final Cut for Real;0.0;netflix;0;0;0;0;1
2017;DOCUMENTARY (Short Subject);Edith+Eddie;tt6519356;Laura Checkoway and Thomas Lee Wright;Heart is Red, Kartemquin Films;0.0;0;0;0;0;0;0
2017;DOCUMENTARY (Short Subject);Heaven Is a Traffic Jam on the 405;tt5095260;Frank Stiefel;0;1.0;0;0;0;0;0;0
2017;DOCUMENTARY (Short Subject);Heroin(e);tt7389366;Elaine McMillion Sheldon and Kerrin Sheldon;Center for Investigative Reporting Studios, Requisite Media;0.0;netflix;0;0;0;0;1
2017;DOCUMENTARY (Short Subject);Knife Skills;tt5745110;Thomas Lennon;Thomas Lennon Films;0.0;0;0;0;0;0;0
2017;DOCUMENTARY (Short Subject);Traffic Stop;tt7874708;Kate Davis and David Heilbroner;Q-Ball Productions;0.0;0;0;0;0;0;0
2017;FILM EDITING;Baby Driver;tt3890160;Paul Machliss and Jonathan Amos;TriStar Pictures, Media Rights Capital (MRC), Working Title Films, Big Talk Productions;0.0;sony pictures;columbia pictures;united international pictures;universal pictures;walt disney;0
2017;FILM EDITING;Dunkirk;tt5013056;Lee Smith;Syncopy, Warner Bros., Dombey Street Productions, Kaap Holland Film, Canal+, CinÃ©+, RatPac-Dune Entertainment;1.0;warner bros;twentieth century fox;warner bros pictures;hbo max;0;0
2017;FILM EDITING;I, Tonya;tt5580036;Tatiana S. Riegel;AI-Film, Clubhouse Pictures, Georgia Film, Music & Digital Entertainment Office, LuckyChap, beIN Media Group;0.0;twentieth century fox;universal pictures;0;0;0;0
2017;FILM EDITING;The Shape of Water;tt5580390;Sidney Wolinsky;Double Dare You, Fox Searchlight Pictures, TSG Entertainment;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;FILM EDITING;Three Billboards outside Ebbing, Missouri;tt5027774;Jon Gregory;Blueprint Pictures, Film4, Searchlight Pictures;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;FOREIGN LANGUAGE FILM;A Fantastic Woman;tt5639354;Chile;Participant, Fabula, Komplizen Film, Muchas Gracias, Setembro Cine, Zweites Deutsches Fernsehen (ZDF), ARTE;1.0;sony pictures classics;0;0;0;0;0
2017;FOREIGN LANGUAGE FILM;The Insult;tt7048622;Lebanon;Ezekiel Films, Tessalit Productions, Rouge International, Cohen Media Group, Scope Pictures, Douri Films, Canal+, CinÃ©+, L'Aide aux cinÃ©mas du monde, Centre national du cinÃ©ma et de l'image animÃ©e (CNC), MinistÃ¨re des Affaires Ã©trangÃ¨res et du DÃ©veloppement International, Institut franÃ§ais, Alfa, MTC Touch, Ginger Beirut Production;0.0;0;0;0;0;0;0
2017;FOREIGN LANGUAGE FILM;Loveless;tt6304162;Russia;Non-Stop Productions, Why Not Productions, Senator Film Produktion, Les Films du Fleuve, Arte France CinÃ©ma, Wild Bunch, Eurimages, ARTE, Canal+, Westdeutscher Rundfunk (WDR), CinÃ©+;0.0;sony pictures classics;walt disney;sony pictures;sony pictures home entertainment;0;0
2017;FOREIGN LANGUAGE FILM;On Body and Soul;tt5607714;Hungary;Inforg-M&M Film Kft., Hungarian National Film Fund;0.0;netflix;0;0;0;0;1
2017;FOREIGN LANGUAGE FILM;The Square;tt4995790;Sweden;Plattform Produktion, Film i VÃ¤st, Essential Filmproduktion GmbH, Coproduction Office, Sveriges Television (SVT), Imperative Entertainment, Arte France CinÃ©ma, ZDF/Arte, Svenska Filminstitutet (SFI), Eurimages, Medienboard Berlin-Brandenburg, Nordisk Film & TV-Fond, Det Danske Filminstitut, Alamode Film, TriArt Film, Danmarks Radio (DR);0.0;0;0;0;0;0;0
2017;MAKEUP AND HAIRSTYLING;Darkest Hour;tt4555426;Kazuhiro Tsuji, David Malinowski and Lucy Sibbick;Focus Features, Perfect World Pictures, Pin3hot, Working Title Films;1.0;columbia pictures;united international pictures;universal pictures;0;0;0
2017;MAKEUP AND HAIRSTYLING;Victoria & Abdul;tt5816682;Daniel Phillips and Lou Sheppard;Focus Features, Perfect World Pictures, BBC Film, Working Title Films, Cross Street Films;0.0;universal pictures;united international pictures;sony pictures;hbo max;netflix;1
2017;MAKEUP AND HAIRSTYLING;Wonder;tt2543472;Arjen Tuiten;Lionsgate, Participant, Walden Media, TIK Films, Mandeville Films, Province of British Columbia Production Services Tax Credit;0.0;hbo max;0;0;0;0;0
2017;MUSIC (Original Score);Dunkirk;tt5013056;Hans Zimmer;Syncopy, Warner Bros., Dombey Street Productions, Kaap Holland Film, Canal+, CinÃ©+, RatPac-Dune Entertainment;0.0;warner bros;twentieth century fox;warner bros pictures;hbo max;0;0
2017;MUSIC (Original Score);Phantom Thread;tt5776858;Jonny Greenwood;Focus Features, Annapurna Pictures, Perfect World Pictures, JoAnne Sellar Productions, Ghoulardi Film Company;0.0;united international pictures;universal pictures;hbo max;0;0;0
2017;MUSIC (Original Score);The Shape of Water;tt5580390;Alexandre Desplat;Double Dare You, Fox Searchlight Pictures, TSG Entertainment;1.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;MUSIC (Original Score);Star Wars: The Last Jedi;tt2527336;John Williams;Lucasfilm, Ram Bergman Productions, Bad Robot;0.0;united international pictures;walt disney;sony pictures;0;0;0
2017;MUSIC (Original Score);Three Billboards outside Ebbing, Missouri;tt5027774;Carter Burwell;Blueprint Pictures, Film4, Searchlight Pictures;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;MUSIC (Original Song);Mudbound;tt2396589;Music and Lyric by Mary J. Blige, Raphael Saadiq and Taura Stinson;Armory Films, ArtImage Entertainment, Black Bear, Elevated Films, MACRO, MMC Joule Films, Zeal Media;0.0;netflix;0;0;0;0;1
2017;MUSIC (Original Song);Call Me by Your Name;tt5726616;Music and Lyric by Sufjan Stevens;Frenesy Film Company, La CinÃ©facture, RT Features, Water's End Productions, M.Y.R.A. Entertainment, Ministero dei Beni e delle AttivitÃ  Culturali e del Turismo (MiBACT), Lombardia Film Commission;0.0;columbia pictures;sony pictures classics;sony pictures;united international pictures;universal pictures;0
2017;MUSIC (Original Song);Coco;tt2380307;Music and Lyric by Kristen Anderson-Lopez and Robert Lopez;Walt Disney Pictures, Pixar Animation Studios, DÃ­a de Muertos;1.0;walt disney;united international pictures;sony pictures;0;0;0
2017;MUSIC (Original Song);Marshall;tt5301662;"Music by Diane Warren; Lyric by Lonnie R. Lynn and Diane Warren";Chestnut Ridge Productions, China Wit Media, Starlight Culture Entertainment, Starlight Media, Super Hero Films;0.0;sony pictures;sony pictures home entertainment;universal pictures;0;0;0
2017;MUSIC (Original Song);The Greatest Showman;tt1485796;Music and Lyric by Benj Pasek and Justin Paul;Twentieth Century Fox, TSG Entertainment, Laurence Mark Productions, Chernin Entertainment;0.0;twentieth century fox;fox;warner bros;0;0;0
2017;BEST PICTURE;Call Me by Your Name;tt5726616;Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers;Frenesy Film Company, La CinÃ©facture, RT Features, Water's End Productions, M.Y.R.A. Entertainment, Ministero dei Beni e delle AttivitÃ  Culturali e del Turismo (MiBACT), Lombardia Film Commission;0.0;columbia pictures;sony pictures classics;sony pictures;united international pictures;universal pictures;0
2017;BEST PICTURE;Darkest Hour;tt4555426;Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers;Focus Features, Perfect World Pictures, Pin3hot, Working Title Films;0.0;columbia pictures;united international pictures;universal pictures;0;0;0
2017;BEST PICTURE;Dunkirk;tt5013056;Emma Thomas and Christopher Nolan, Producers;Syncopy, Warner Bros., Dombey Street Productions, Kaap Holland Film, Canal+, CinÃ©+, RatPac-Dune Entertainment;0.0;warner bros;twentieth century fox;warner bros pictures;hbo max;0;0
2017;BEST PICTURE;Get Out;tt5052448;Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers;Universal Pictures, Blumhouse Productions, QC Entertainment, Monkeypaw Productions, Dentsu, Fuji Television Network (Fuji TV);0.0;columbia pictures;sony pictures;united international pictures;universal pictures;sony pictures home entertainment;0
2017;BEST PICTURE;Lady Bird;tt4925292;Scott Rudin, Eli Bush and Evelyn O'Neill, Producers;IAC Films, Scott Rudin Productions, Entertainment 360, Mission Films;0.0;a24;columbia pictures;united international pictures;universal pictures;0;0
2017;BEST PICTURE;Phantom Thread;tt5776858;JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers;Focus Features, Annapurna Pictures, Perfect World Pictures, JoAnne Sellar Productions, Ghoulardi Film Company;0.0;united international pictures;universal pictures;hbo max;0;0;0
2017;BEST PICTURE;The Post;tt6294822;Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers;Twentieth Century Fox, Dreamworks Pictures, Reliance Entertainment, TSG Entertainment, Participant, Amblin Entertainment, Pascal Pictures, Star Thrower Entertainment;0.0;twentieth century fox;fox;columbia pictures;united international pictures;universal pictures;0
2017;BEST PICTURE;The Shape of Water;tt5580390;Guillermo del Toro and J. Miles Dale, Producers;Double Dare You, Fox Searchlight Pictures, TSG Entertainment;1.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;BEST PICTURE;Three Billboards outside Ebbing, Missouri;tt5027774;Graham Broadbent, Pete Czernin and Martin McDonagh, Producers;Blueprint Pictures, Film4, Searchlight Pictures;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;PRODUCTION DESIGN;Beauty and the Beast;tt2771200;"Production Design: Sarah Greenwood; Set Decoration: Katie Spencer";Walt Disney Pictures, Mandeville Films;0.0;walt disney;united international pictures;sony pictures;warner bros;netflix;1
2017;PRODUCTION DESIGN;Blade Runner 2049;tt1856101;"Production Design: Dennis Gassner; Set Decoration: Alessandra Querzola";Alcon Entertainment, Columbia Pictures, Sony, Torridon Films, 16:14 Entertainment, Scott Free Productions, Babieka, Thunderbird Entertainment;0.0;warner bros;sony pictures;united international pictures;universal pictures;walt disney;0
2017;PRODUCTION DESIGN;Darkest Hour;tt4555426;"Production Design: Sarah Greenwood; Set Decoration: Katie Spencer";Focus Features, Perfect World Pictures, Pin3hot, Working Title Films;0.0;columbia pictures;united international pictures;universal pictures;0;0;0
2017;PRODUCTION DESIGN;Dunkirk;tt5013056;"Production Design: Nathan Crowley; Set Decoration: Gary Fettis";Syncopy, Warner Bros., Dombey Street Productions, Kaap Holland Film, Canal+, CinÃ©+, RatPac-Dune Entertainment;0.0;warner bros;twentieth century fox;warner bros pictures;hbo max;0;0
2017;PRODUCTION DESIGN;The Shape of Water;tt5580390;"Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin";Double Dare You, Fox Searchlight Pictures, TSG Entertainment;1.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;SHORT FILM (Animated);Dear Basketball;tt6794476;Glen Keane and Kobe Bryant;Believe Entertainment Group, Glen Keane Productions;1.0;0;0;0;0;0;0
2017;SHORT FILM (Animated);Garden Party;tt6426140;Victor Caire and Gabriel Grapperon;Illogic Studios, Motion Pictures in Arles;0.0;0;0;0;0;0;0
2017;SHORT FILM (Animated);Lou;tt6267732;Dave Mullins and Dana Murray;Pixar Animation Studios, Walt Disney Pictures;0.0;walt disney;0;0;0;0;0
2017;SHORT FILM (Animated);Negative Space;tt7090150;Max Porter and Ru Kuwahata;Ikki Films, Manuel Cam;0.0;0;0;0;0;0;0
2017;SHORT FILM (Animated);Revolting Rhymes;tt6386210;Jakob Schuh and Jan Lachauer;Magic Light Pictures;0.0;0;0;0;0;0;0
2017;SHORT FILM (Live Action);DeKalb Elementary;tt5926890;Reed Van Dyk;UCLA;0.0;0;0;0;0;0;0
2017;SHORT FILM (Live Action);The Eleven O'Clock;tt6023474;Derin Seale and Josh Lawson;FINCH;0.0;0;0;0;0;0;0
2017;SHORT FILM (Live Action);My Nephew Emmett;tt6598290;Kevin Wilson, Jr.;0;0.0;0;0;0;0;0;0
2017;SHORT FILM (Live Action);The Silent Child;tt6186970;Chris Overton and Rachel Shenton;Slick Films, Slick Showreels;1.0;0;0;0;0;0;0
2017;SHORT FILM (Live Action);Watu Wote/All of Us;tt6333422;Katja Benrath and Tobias Rosen;Hamburg Media School, Ginger Ink Films, LBx Africa, Lightbox Africa;0.0;0;0;0;0;0;0
2017;SOUND EDITING;Baby Driver;tt3890160;Julian Slater;TriStar Pictures, Media Rights Capital (MRC), Working Title Films, Big Talk Productions;0.0;sony pictures;columbia pictures;united international pictures;universal pictures;walt disney;0
2017;SOUND EDITING;Blade Runner 2049;tt1856101;Mark Mangini and Theo Green;Alcon Entertainment, Columbia Pictures, Sony, Torridon Films, 16:14 Entertainment, Scott Free Productions, Babieka, Thunderbird Entertainment;0.0;warner bros;sony pictures;united international pictures;universal pictures;walt disney;0
2017;SOUND EDITING;Dunkirk;tt5013056;Richard King and Alex Gibson;Syncopy, Warner Bros., Dombey Street Productions, Kaap Holland Film, Canal+, CinÃ©+, RatPac-Dune Entertainment;1.0;warner bros;twentieth century fox;warner bros pictures;hbo max;0;0
2017;SOUND EDITING;The Shape of Water;tt5580390;Nathan Robitaille and Nelson Ferreira;Double Dare You, Fox Searchlight Pictures, TSG Entertainment;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;SOUND EDITING;Star Wars: The Last Jedi;tt2527336;Matthew Wood and Ren Klyce;Lucasfilm, Ram Bergman Productions, Bad Robot;0.0;united international pictures;walt disney;sony pictures;0;0;0
2017;SOUND MIXING;Baby Driver;tt3890160;Julian Slater, Tim Cavagin and Mary H. Ellis;TriStar Pictures, Media Rights Capital (MRC), Working Title Films, Big Talk Productions;0.0;sony pictures;columbia pictures;united international pictures;universal pictures;walt disney;0
2017;SOUND MIXING;Blade Runner 2049;tt1856101;Ron Bartlett, Doug Hemphill and Mac Ruth;Alcon Entertainment, Columbia Pictures, Sony, Torridon Films, 16:14 Entertainment, Scott Free Productions, Babieka, Thunderbird Entertainment;0.0;warner bros;sony pictures;united international pictures;universal pictures;walt disney;0
2017;SOUND MIXING;Dunkirk;tt5013056;Gregg Landaker, Gary A. Rizzo and Mark Weingarten;Syncopy, Warner Bros., Dombey Street Productions, Kaap Holland Film, Canal+, CinÃ©+, RatPac-Dune Entertainment;1.0;warner bros;twentieth century fox;warner bros pictures;hbo max;0;0
2017;SOUND MIXING;The Shape of Water;tt5580390;Christian Cooke, Brad Zoern and Glen Gauthier;Double Dare You, Fox Searchlight Pictures, TSG Entertainment;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;SOUND MIXING;Star Wars: The Last Jedi;tt2527336;David Parker, Michael Semanick, Ren Klyce and Stuart Wilson;Lucasfilm, Ram Bergman Productions, Bad Robot;0.0;united international pictures;walt disney;sony pictures;0;0;0
2017;VISUAL EFFECTS;Blade Runner 2049;tt1856101;John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover;Alcon Entertainment, Columbia Pictures, Sony, Torridon Films, 16:14 Entertainment, Scott Free Productions, Babieka, Thunderbird Entertainment;1.0;warner bros;sony pictures;united international pictures;universal pictures;walt disney;0
2017;VISUAL EFFECTS;Guardians of the Galaxy Vol. 2;tt3896198;Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick;Marvel Studios;0.0;walt disney;0;0;0;0;0
2017;VISUAL EFFECTS;Kong: Skull Island;tt3731562;Stephen Rosenbaum, Jeff White, Scott Benza and Mike Meinardus;Warner Bros., Legendary Entertainment, Tencent Pictures, CrÃ©a TV;0.0;warner bros;warner bros pictures;netflix;hbo max;0;1
2017;VISUAL EFFECTS;Star Wars: The Last Jedi;tt2527336;Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould;Lucasfilm, Ram Bergman Productions, Bad Robot;0.0;united international pictures;walt disney;sony pictures;0;0;0
2017;VISUAL EFFECTS;War for the Planet of the Apes;tt3450958;Joe Letteri, Daniel Barrett, Dan Lemmon and Joel Whist;Twentieth Century Fox, Chernin Entertainment, TSG Entertainment;0.0;twentieth century fox;fox;warner bros;0;0;0
2017;WRITING (Adapted Screenplay);Call Me by Your Name;tt5726616;Screenplay by James Ivory;Frenesy Film Company, La CinÃ©facture, RT Features, Water's End Productions, M.Y.R.A. Entertainment, Ministero dei Beni e delle AttivitÃ  Culturali e del Turismo (MiBACT), Lombardia Film Commission;1.0;columbia pictures;sony pictures classics;sony pictures;united international pictures;universal pictures;0
2017;WRITING (Adapted Screenplay);The Disaster Artist;tt3521126;Screenplay by Scott Neustadter & Michael H. Weber;Good Universe, New Line Cinema, Point Grey Pictures, Rabbit Bandini Productions, Ramona Films, RatPac-Dune Entertainment, Vertigo Entertainment, Warner Bros.;0.0;a24;warner bros;twentieth century fox;fox;warner bros pictures;0
2017;WRITING (Adapted Screenplay);Logan;tt3315342;"Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold";Twentieth Century Fox, Marvel Entertainment, TSG Entertainment, Kinberg Genre, Hutch Parker Entertainment, Donners' Company;0.0;twentieth century fox;fox;warner bros;0;0;0
2017;WRITING (Adapted Screenplay);Molly's Game;tt4209788;Written for the screen by Aaron Sorkin;STX Entertainment, Huayi Brothers Pictures, The Mark Gordon Company, Pascal Pictures, Entertainment One, Sierra / Affinity;0.0;twentieth century fox;fox;universal pictures;sony pictures home entertainment;0;0
2017;WRITING (Adapted Screenplay);Mudbound;tt2396589;Screenplay by Virgil Williams and Dee Rees;Armory Films, ArtImage Entertainment, Black Bear, Elevated Films, MACRO, MMC Joule Films, Zeal Media;0.0;netflix;0;0;0;0;1
2017;WRITING (Original Screenplay);The Big Sick;tt5462602;Written by Emily V. Gordon & Kumail Nanjiani;Apatow Productions, FilmNation Entertainment, Story Ink;0.0;amazon studios;prime video;sony pictures home entertainment;0;0;1
2017;WRITING (Original Screenplay);Get Out;tt5052448;Written by Jordan Peele;Universal Pictures, Blumhouse Productions, QC Entertainment, Monkeypaw Productions, Dentsu, Fuji Television Network (Fuji TV);1.0;columbia pictures;sony pictures;united international pictures;universal pictures;sony pictures home entertainment;0
2017;WRITING (Original Screenplay);Lady Bird;tt4925292;Written by Greta Gerwig;IAC Films, Scott Rudin Productions, Entertainment 360, Mission Films;0.0;a24;columbia pictures;united international pictures;universal pictures;0;0
2017;WRITING (Original Screenplay);The Shape of Water;tt5580390;"Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro";Double Dare You, Fox Searchlight Pictures, TSG Entertainment;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;WRITING (Original Screenplay);Three Billboards outside Ebbing, Missouri;tt5027774;Written by Martin McDonagh;Blueprint Pictures, Film4, Searchlight Pictures;0.0;fox;searchlight pictures;twentieth century fox;warner bros;0;0
2017;SPECIAL AWARD;CARNE y ARENA;tt6212516;;Fondazione Prada, Legendary Entertainment;1.0;0;0;0;0;0;0
2017;HONORARY AWARD;;;;;1.0;0;0;0;0;0;0
2017;HONORARY AWARD;;;;;1.0;0;0;0;0;0;0
2017;HONORARY AWARD;;;;;1.0;0;0;0;0;0;0
2017;HONORARY AWARD;;;;;1.0;0;0;0;0;0;0
2017;GORDON E. SAWYER AWARD;;;;;1.0;0;0;0;0;0;0
2017;SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit);;;;;1.0;0;0;0;0;0;0
2017;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
2017;SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award);;;;;1.0;0;0;0;0;0;0
