Year,Category,Film,Name,NomineeIds,winner,productora,distribuidor
2011,SOUND MIXING,Moneyball,"Deb Adair, Ron Bochar, David Giammarco and Ed Novick","nm0010426,nm0090580,nm0316102,nm0637085",0,Columbia Pictures,columbia pictures
2011,SOUND MIXING,Transformers: Dark of the Moon,"Greg P. Russell, Gary Summers, Jeffrey J. Haboush and Peter J. Devlin","nm0751169,nm0838707,nm0352300,nm0222818",0,Paramount Pictures,paramount
2011,SOUND MIXING,War Horse,"Gary Rydstrom, Andy Nelson, Tom Johnson and Stuart Wilson","nm0003977,nm0625144,nm0426348,nm0934184",0,Dreamworks Pictures,walt disney studios motion pictures
2011,VISUAL EFFECTS,Harry Potter and the Deathly Hallows Part 2,"Tim Burke, David Vickery, Greg Butler and John Richardson","nm0121888,nm1316134,nm0124935,nm0724624",0,Warner Bros.,warner bros
2011,VISUAL EFFECTS,Hugo,"Rob Legato, Joss Williams, Ben Grossmann and Alex Henning","nm0499215,nm0930998,nm1322973,nm1639884",1,Paramount Pictures,paramount
2011,VISUAL EFFECTS,Real Steel,"Erik Nash, John Rosengrant, Dan Taylor and Swen Gillberg","nm0621716,nm0742603,nm0852199,nm1089828",0,Dreamworks Pictures,walt disney studios motion pictures
2011,VISUAL EFFECTS,Rise of the Planet of the Apes,"Joe Letteri, Dan Lemmon, R. Christopher White and Daniel Barrett","nm0504784,nm0501424,nm0925341,nm2280778",0,Twentieth Century Fox,twentieth century fox
2011,VISUAL EFFECTS,Transformers: Dark of the Moon,"Scott Farrar, Scott Benza, Matthew Butler and John Frazier","nm0268141,nm1388484,nm0125056,nm0292594",0,Paramount Pictures,paramount
2011,WRITING (Adapted Screenplay),The Descendants,Screenplay by Alexander Payne and Nat Faxon & Jim Rash,"nm0668247,nm0269542,nm0711110",1,Fox Searchlight Pictures,fox searchlight pictures
2011,WRITING (Adapted Screenplay),Hugo,Screenplay by John Logan,nm0517589,0,Paramount Pictures,paramount
2011,WRITING (Adapted Screenplay),The Ides of March,Screenplay by George Clooney & Grant Heslov and Beau Willimon,"nm0000123,nm0381416,nm2802722",0,Columbia Pictures,columbia pictures
2011,WRITING (Adapted Screenplay),Moneyball,Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin,"nm0001873,nm0815070,nm3133181",0,Columbia Pictures,columbia pictures
2011,WRITING (Adapted Screenplay),Tinker Tailor Soldier Spy,Screenplay by Bridget O'Connor & Peter Straughan,"nm2091799,nm1661186",0,StudioCanal,focus features
2011,WRITING (Original Screenplay),The Artist,Written by Michel Hazanavicius,nm0371890,0,Studio 37,warner bros
2011,WRITING (Original Screenplay),Bridesmaids,Written by Annie Mumolo & Kristen Wiig,"nm1754239,nm1325419",0,Universal Pictures,universal
2011,WRITING (Original Screenplay),Margin Call,Written by J.C. Chandor,nm1170855,0,Before The Door Pictures,01 distribution
2011,WRITING (Original Screenplay),Midnight in Paris,Written by Woody Allen,nm0000095,1,Mediapro,mars distribution
2011,WRITING (Original Screenplay),A Separation,Written by Asghar Farhadi,nm1410815,0,Asghar Farhadi Productions,filmiran
2011,JEAN HERSHOLT HUMANITARIAN AWARD,,Oprah Winfrey,nm0001856,1,nan,sin información
2011,HONORARY AWARD,,,nm0000469,1,nan,sin información
2011,HONORARY AWARD,,,nm0004615,1,nan,sin información
2011,GORDON E. SAWYER AWARD,,,nm0874320,1,nan,sin información
2011,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,"nm0470117,?,?",1,nan,sin información
2011,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,"nm7502595,nm7502597,nm7502596,nm7502598",1,nan,sin información
2011,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2011,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2011,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,"nm6240625,?,?,?",1,nan,sin información
2011,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,"nm5542919,?,nm2933640,nm2933596,?",1,nan,sin información
2011,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2011,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,1,nan,sin información
2011,JOHN A. BONNER MEDAL OF COMMENDATION,,,nm0259510,1,nan,sin información
2012,ACTOR IN A LEADING ROLE,Silver Linings Playbook,Bradley Cooper,nm0177896,0,The Weinstein Company,the weinstein company
2012,ACTOR IN A LEADING ROLE,Lincoln,Daniel Day-Lewis,nm0000358,1,Dreamworks Pictures,walt disney studios motion pictures
2012,ACTOR IN A LEADING ROLE,Les Misérables,Hugh Jackman,nm0413168,0,Universal Pictures,universal pictures international (upi)
2012,ACTOR IN A LEADING ROLE,The Master,Joaquin Phoenix,nm0001618,0,The Weinstein Company,the weinstein company
2012,ACTOR IN A LEADING ROLE,Flight,Denzel Washington,nm0000243,0,Paramount Pictures,paramount
2012,ACTOR IN A SUPPORTING ROLE,Argo,Alan Arkin,nm0000273,0,Warner Bros.,warner bros
2012,ACTOR IN A SUPPORTING ROLE,Silver Linings Playbook,Robert De Niro,nm0000134,0,The Weinstein Company,the weinstein company
2012,ACTOR IN A SUPPORTING ROLE,The Master,Philip Seymour Hoffman,nm0000450,0,The Weinstein Company,the weinstein company
2012,ACTOR IN A SUPPORTING ROLE,Lincoln,Tommy Lee Jones,nm0000169,0,Dreamworks Pictures,walt disney studios motion pictures
2012,ACTOR IN A SUPPORTING ROLE,Django Unchained,Christoph Waltz,nm0910607,1,The Weinstein Company,the weinstein company
2012,ACTRESS IN A LEADING ROLE,Zero Dark Thirty,Jessica Chastain,nm1567113,0,Columbia Pictures,columbia pictures
2012,ACTRESS IN A LEADING ROLE,Silver Linings Playbook,Jennifer Lawrence,nm2225369,1,The Weinstein Company,the weinstein company
2012,ACTRESS IN A LEADING ROLE,Amour,Emmanuelle Riva,nm0728938,0,Les Films du Losange,les films du losange
2012,ACTRESS IN A LEADING ROLE,Beasts of the Southern Wild,Quvenzhané Wallis,nm4832920,0,Cinereach,fox searchlight pictures
2012,ACTRESS IN A LEADING ROLE,The Impossible,Naomi Watts,nm0915208,0,Mediaset EspaÃ±a,lionsgate
2012,ACTRESS IN A SUPPORTING ROLE,The Master,Amy Adams,nm0010736,0,The Weinstein Company,the weinstein company
2012,ACTRESS IN A SUPPORTING ROLE,Lincoln,Sally Field,nm0000398,0,Dreamworks Pictures,walt disney studios motion pictures
2012,ACTRESS IN A SUPPORTING ROLE,Les Misérables,Anne Hathaway,nm0004266,1,Universal Pictures,universal pictures international (upi)
2012,ACTRESS IN A SUPPORTING ROLE,The Sessions,Helen Hunt,nm0000166,0,Fox Searchlight Pictures,fox searchlight pictures
2012,ACTRESS IN A SUPPORTING ROLE,Silver Linings Playbook,Jacki Weaver,nm0915865,0,The Weinstein Company,the weinstein company
2012,ANIMATED FEATURE FILM,Brave,Mark Andrews and Brenda Chapman,"nm0028764,nm0152312",1,Walt Disney Pictures,walt disney studios motion pictures
2012,ANIMATED FEATURE FILM,Frankenweenie,Tim Burton,nm0000318,0,Walt Disney Pictures,walt disney studios motion pictures
2012,ANIMATED FEATURE FILM,ParaNorman,Sam Fell and Chris Butler,"nm0271402,nm2752098",0,Focus Features,dreameyworks
2012,ANIMATED FEATURE FILM,The Pirates! Band of Misfits,Peter Lord,nm0520485,0,Columbia Pictures,sony pictures releasing
2012,ANIMATED FEATURE FILM,Wreck-It Ralph,Rich Moore,nm0601781,0,Walt Disney Animation Studios,walt disney studios motion pictures
2012,CINEMATOGRAPHY,Anna Karenina,Seamus McGarvey,nm0568974,0,Universal Pictures,universal pictures international (upi)
2012,CINEMATOGRAPHY,Django Unchained,Robert Richardson,nm0724744,0,The Weinstein Company,the weinstein company
2012,CINEMATOGRAPHY,Life of Pi,Claudio Miranda,nm0592073,1,Fox 2000 Pictures,twentieth century fox
2012,CINEMATOGRAPHY,Lincoln,Janusz Kaminski,nm0001405,0,Dreamworks Pictures,walt disney studios motion pictures
2012,CINEMATOGRAPHY,Skyfall,Roger Deakins,nm0005683,0,Metro-Goldwyn-Mayer,columbia pictures
2012,COSTUME DESIGN,Anna Karenina,Jacqueline Durran,nm0244330,1,Universal Pictures,universal pictures international (upi)
2012,COSTUME DESIGN,Les Misérables,Paco Delgado,nm0214625,0,Universal Pictures,universal pictures international (upi)
2012,COSTUME DESIGN,Lincoln,Joanna Johnston,nm0426693,0,Dreamworks Pictures,walt disney studios motion pictures
2012,COSTUME DESIGN,Mirror Mirror,Eiko Ishioka,nm0411130,0,Relativity Media,relativity media
2012,COSTUME DESIGN,Snow White and the Huntsman,Colleen Atwood,nm0041181,0,Dentsu,b&h film distribution
2012,DIRECTING,Amour,Michael Haneke,nm0359734,0,Les Films du Losange,les films du losange
2012,DIRECTING,Beasts of the Southern Wild,Benh Zeitlin,nm1022455,0,Cinereach,fox searchlight pictures
2012,DIRECTING,Life of Pi,Ang Lee,nm0000487,1,Fox 2000 Pictures,twentieth century fox
2012,DIRECTING,Lincoln,Steven Spielberg,nm0000229,0,Dreamworks Pictures,walt disney studios motion pictures
2012,DIRECTING,Silver Linings Playbook,David O. Russell,nm0751102,0,The Weinstein Company,the weinstein company
2012,DOCUMENTARY (Feature),5 Broken Cameras,Emad Burnat and Guy Davidi,"nm4796818,nm1519079",0,Alegria Productions,kino lorber
2012,DOCUMENTARY (Feature),The Gatekeepers,"Dror Moreh, Philippa Kowarsky and Estelle Fialon","nm0603466,nm0997268,nm4287643",0,Mac Guff Ligne,sony pictures
2012,DOCUMENTARY (Feature),How to Survive a Plague,David France and Howard Gertler,"nm0289800,nm0314971",0,Public Square Films,gathrfilms
2012,DOCUMENTARY (Feature),The Invisible War,Kirby Dick and Amy Ziering,"nm0225269,nm0463039",0,Chain Camera Pictures,cinedigm entertainment group
2012,DOCUMENTARY (Feature),Searching for Sugar Man,Malik Bendjelloul and Simon Chinn,"nm0070594,nm1187711",1,Red Box Films,a-film distribution
2012,DOCUMENTARY (Short Subject),Inocente,Sean Fine and Andrea Nix Fine,"nm0277658,nm2107225",1,SALTY Features,the cinema guild
2012,DOCUMENTARY (Short Subject),Kings Point,Sari Gilman and Jedd Wider,"nm1020490,nm0927086",0,Wider Film Projects,sky atlantic hd
2012,DOCUMENTARY (Short Subject),Mondays at Racine,Cynthia Wade and Robin Honan,"nm1106629,nm1976219",0,HBO Documentary Films,0
2012,DOCUMENTARY (Short Subject),Open Heart,Kief Davidson and Cori Shepherd Stern,"nm0203400,nm3765886",0,Urban Landscapes Productions,home box office (hbo)
2012,DOCUMENTARY (Short Subject),Redemption,Jon Alpert and Matthew O'Neill,"nm0022412,nm2268713",0,0,0
2012,FILM EDITING,Argo,William Goldenberg,nm0325549,1,Warner Bros.,warner bros
2012,FILM EDITING,Life of Pi,Tim Squyres,nm0820163,0,Fox 2000 Pictures,twentieth century fox
2012,FILM EDITING,Lincoln,Michael Kahn,nm0434883,0,Dreamworks Pictures,walt disney studios motion pictures
2012,FILM EDITING,Silver Linings Playbook,Jay Cassidy and Crispin Struthers,"nm0144203,nm0835370",0,The Weinstein Company,the weinstein company
2012,FILM EDITING,Zero Dark Thirty,Dylan Tichenor and William Goldenberg,"nm0862664,nm0325549",0,Columbia Pictures,columbia pictures
2012,FOREIGN LANGUAGE FILM,Amour,Austria,,1,Les Films du Losange,les films du losange
2012,FOREIGN LANGUAGE FILM,Kon-Tiki,Norway,,0,Recorded Picture Company,atlantic film
2012,FOREIGN LANGUAGE FILM,No,Chile,,0,Participant,bolero film
2012,FOREIGN LANGUAGE FILM,A Royal Affair,Denmark,,0,Zentropa Entertainments,academy 2
2012,FOREIGN LANGUAGE FILM,War Witch,Canada,,0,Item 7,maison motion
2012,MAKEUP AND HAIRSTYLING,Hitchcock,"Howard Berger, Peter Montagna and Martin Samuel","nm0074205,nm0598713,nm0760407",0,Fox Searchlight Pictures,fox searchlight pictures
2012,MAKEUP AND HAIRSTYLING,The Hobbit: An Unexpected Journey,"Peter Swords King, Rick Findlater and Tami Lane","nm0455135,nm0277515,nm0485577",0,Metro-Goldwyn-Mayer (MGM),warner bros
2012,MAKEUP AND HAIRSTYLING,Les Misérables,Lisa Westcott and Julie Dartnell,"nm0922509,nm0201757",1,Universal Pictures,universal pictures international (upi)
2012,MUSIC (Original Score),Anna Karenina,Dario Marianelli,nm0547050,0,Universal Pictures,universal pictures international (upi)
2012,MUSIC (Original Score),Argo,Alexandre Desplat,nm0006035,0,Warner Bros.,warner bros
2012,MUSIC (Original Score),Life of Pi,Mychael Danna,nm0002217,1,Fox 2000 Pictures,twentieth century fox
2012,MUSIC (Original Score),Lincoln,John Williams,nm0002354,0,Dreamworks Pictures,walt disney studios motion pictures
2012,MUSIC (Original Score),Skyfall,Thomas Newman,nm0002353,0,Metro-Goldwyn-Mayer,columbia pictures
2012,MUSIC (Original Song),Chasing Ice,Music and Lyric by J. Ralph,nm0707775,0,Exposure,submarine deluxe
2012,MUSIC (Original Song),Ted,Music by Walter Murphy; Lyric by Seth MacFarlane,"nm0614774,nm0532235",0,Universal Pictures,b&h film distribution
2012,MUSIC (Original Song),Life of Pi,Music by Mychael Danna; Lyric by Bombay Jayashri,"nm0002217,nm1425113",0,Fox 2000 Pictures,twentieth century fox
2012,MUSIC (Original Song),Skyfall,Music and Lyric by Adele Adkins and Paul Epworth,"nm2233157,nm2059375",1,Metro-Goldwyn-Mayer,columbia pictures
2012,MUSIC (Original Song),Les Misérables,Music by Claude-Michel Schönberg; Lyric by Herbert Kretzmer and Alain Boublil,"nm0774744,nm0471014,nm0098842",0,Universal Pictures,universal pictures international (upi)
2012,BEST PICTURE,Amour,"Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers","nm0617705,nm0036155,nm0374002,nm0441798",0,Les Films du Losange,les films du losange
2012,BEST PICTURE,Argo,"Grant Heslov, Ben Affleck and George Clooney, Producers","nm0381416,nm0000255,nm0000123",1,Warner Bros.,warner bros
2012,BEST PICTURE,Beasts of the Southern Wild,"Dan Janvey, Josh Penn and Michael Gottwald, Producers","nm1885766,nm3017255,nm1886653",0,Cinereach,fox searchlight pictures
2012,BEST PICTURE,Django Unchained,"Stacey Sher, Reginald Hudlin and Pilar Savone, Producers","nm0792049,nm0399737,nm0767894",0,The Weinstein Company,the weinstein company
2012,BEST PICTURE,Les Misérables,"Tim Bevan, Eric Fellner, Debra Hayward and Cameron Mackintosh, Producers","nm0079677,nm0271479,nm0371735,nm0533583",0,Universal Pictures,universal pictures international (upi)
2012,BEST PICTURE,Life of Pi,"Gil Netter, Ang Lee and David Womark, Producers","nm0626696,nm0000487,nm0003720",0,Fox 2000 Pictures,twentieth century fox
2012,BEST PICTURE,Lincoln,"Steven Spielberg and Kathleen Kennedy, Producers","nm0000229,nm0005086",0,Dreamworks Pictures,walt disney studios motion pictures
2012,BEST PICTURE,Silver Linings Playbook,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers","nm0317642,nm0169260,nm0330335",0,The Weinstein Company,the weinstein company
2012,BEST PICTURE,Zero Dark Thirty,"Mark Boal, Kathryn Bigelow and Megan Ellison, Producers","nm1676793,nm0000941,nm2691892",0,Columbia Pictures,columbia pictures
2012,PRODUCTION DESIGN,Anna Karenina,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,"nm0339391,nm0818005",0,Universal Pictures,universal pictures international (upi)
2012,PRODUCTION DESIGN,The Hobbit: An Unexpected Journey,Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright,"nm0377172,nm1308151,nm0109186",0,Metro-Goldwyn-Mayer (MGM),warner bros
2012,PRODUCTION DESIGN,Les Misérables,Production Design: Eve Stewart; Set Decoration: Anna Lynch-Robinson,"nm0829378,nm0528498",0,Universal Pictures,universal pictures international (upi)
2012,PRODUCTION DESIGN,Life of Pi,Production Design: David Gropman; Set Decoration: Anna Pinnock,"nm0343222,nm0003519",0,Fox 2000 Pictures,twentieth century fox
2012,PRODUCTION DESIGN,Lincoln,Production Design: Rick Carter; Set Decoration: Jim Erickson,"nm0141437,nm1075312",1,Dreamworks Pictures,walt disney studios motion pictures
2012,SHORT FILM (Animated),Adam and Dog,Minkyu Lee,nm3767356,0,0,0
2012,SHORT FILM (Animated),Fresh Guacamole,PES,nm1396934,0,PES Productions,0
2012,SHORT FILM (Animated),Head over Heels,Timothy Reckart and Fodhla Cronin O'Reilly,"nm3302450,nm2154065",0,National Film and Television School,topic
2012,SHORT FILM (Animated),"Maggie Simpson in \""The Longest Daycare\""",David Silverman,nm0798899,0,Film Roman Productions,20th century fox argentina
2012,SHORT FILM (Animated),Paperman,John Kahrs,nm0434969,1,Walt Disney Animation Studios,walt disney studios motion pictures
2012,SHORT FILM (Live Action),Asad,Bryan Buckley and Mino Jarjoura,"nm1519252,nm3802523",0,Hungry Man,0
2012,SHORT FILM (Live Action),Buzkashi Boys,Sam French and Ariel Nasr,"nm2125396,nm2393874",0,Dirty Robber,0
2012,SHORT FILM (Live Action),Curfew,Shawn Christensen,nm0159900,1,Fuzzy Logic Pictures,0
2012,SHORT FILM (Live Action),Death of a Shadow (Dood van een Schaduw),Tom Van Avermaet and Ellen De Waele,"nm2429966,nm1743520",0,Serendipity films,0
2012,SHORT FILM (Live Action),Henry,Yan England,nm0257471,0,Yan England Production,gonella productions
2012,SOUND EDITING,Argo,Erik Aadahl and Ethan Van der Ryn,"nm0007321,nm0886399",0,Warner Bros.,warner bros
2012,SOUND EDITING,Django Unchained,Wylie Stateman,nm0823758,0,The Weinstein Company,the weinstein company
2012,SOUND EDITING,Life of Pi,Eugene Gearty and Philip Stockton,"nm0311267,nm0830958",0,Fox 2000 Pictures,twentieth century fox
2012,SOUND EDITING,Skyfall,Per Hallberg and Karen Baker Landers,"nm0356319,nm0048623",1,Metro-Goldwyn-Mayer,columbia pictures
2012,SOUND EDITING,Zero Dark Thirty,Paul N.J. Ottosson,nm0653338,1,Columbia Pictures,columbia pictures
2012,SOUND MIXING,Argo,"John Reitz, Gregg Rudloff and Jose Antonio Garcia","nm0718676,nm0748832,nm0306223",0,Warner Bros.,warner bros
2012,SOUND MIXING,Les Misérables,"Andy Nelson, Mark Paterson and Simon Hayes","nm0625144,nm2296910,nm1536532",1,Universal Pictures,universal pictures international (upi)
2012,SOUND MIXING,Life of Pi,"Ron Bartlett, D.M. Hemphill and Drew Kunin","nm0058897,nm0376153,nm0475168",0,Fox 2000 Pictures,twentieth century fox
2012,SOUND MIXING,Lincoln,"Andy Nelson, Gary Rydstrom and Ronald Judkins","nm0625144,nm0003977,nm0431954",0,Dreamworks Pictures,walt disney studios motion pictures
2012,SOUND MIXING,Skyfall,"Scott Millan, Greg P. Russell and Stuart Wilson","nm0586793,nm0751169,nm0934184",0,Metro-Goldwyn-Mayer,columbia pictures
2012,VISUAL EFFECTS,The Hobbit: An Unexpected Journey,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White","nm0504784,nm0756590,nm2238085,nm0925341",0,Metro-Goldwyn-Mayer (MGM),warner bros
2012,VISUAL EFFECTS,Life of Pi,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott","nm0922543,nm1806981,nm0207487,nm0254433",1,Fox 2000 Pictures,twentieth century fox
2012,VISUAL EFFECTS,Marvel's The Avengers,"Janek Sirrs, Jeff White, Guy Williams and Dan Sudick","nm0802938,nm1578635,nm1401413,nm0837203",0,Marvel Studios,b&h film distribution
2012,VISUAL EFFECTS,Prometheus,"Richard Stammers, Trevor Wood, Charley Henley and Martin Hill","nm0821868,nm0940058,nm0377111,nm2243342",0,Twentieth Century Fox,twentieth century fox
2012,VISUAL EFFECTS,Snow White and the Huntsman,"Cedric Nicolas-Troyan, Philip Brennan, Neil Corbould and Michael Dawson","nm1031639,nm1184514,nm0179273,nm0206207",0,Dentsu,b&h film distribution
2012,WRITING (Adapted Screenplay),Argo,Screenplay by Chris Terrio,nm0006516,1,Warner Bros.,warner bros
2012,WRITING (Adapted Screenplay),Beasts of the Southern Wild,Screenplay by Lucy Alibar & Benh Zeitlin,"nm3599054,nm1022455",0,Cinereach,fox searchlight pictures
2012,WRITING (Adapted Screenplay),Life of Pi,Screenplay by David Magee,nm1341735,0,Fox 2000 Pictures,twentieth century fox
2012,WRITING (Adapted Screenplay),Lincoln,Screenplay by Tony Kushner,nm1065785,0,Dreamworks Pictures,walt disney studios motion pictures
2012,WRITING (Adapted Screenplay),Silver Linings Playbook,Screenplay by David O. Russell,nm0751102,0,The Weinstein Company,the weinstein company
2012,WRITING (Original Screenplay),Amour,Written by Michael Haneke,nm0359734,0,Les Films du Losange,les films du losange
2012,WRITING (Original Screenplay),Django Unchained,Written by Quentin Tarantino,nm0000233,1,The Weinstein Company,the weinstein company
2012,WRITING (Original Screenplay),Flight,Written by John Gatins,nm0309691,0,Paramount Pictures,paramount
2012,WRITING (Original Screenplay),Moonrise Kingdom,Written by Wes Anderson & Roman Coppola,"nm0027572,nm0178910",0,Indian Paintbrush,ascot elite entertainment group
2012,WRITING (Original Screenplay),Zero Dark Thirty,Written by Mark Boal,nm1676793,0,Columbia Pictures,columbia pictures
2012,JEAN HERSHOLT HUMANITARIAN AWARD,,Jeffrey Katzenberg,nm0005076,1,nan,sin información
2012,HONORARY AWARD,,,nm0624102,1,nan,sin información
2012,HONORARY AWARD,,,nm0672060,1,nan,sin información
2012,HONORARY AWARD,,,nm0828211,1,nan,sin información
2012,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,co0382278,1,nan,sin información
2012,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,"nm0972976,nm1117262,nm4896859",1,nan,sin información
2012,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,"?,?,?,nm2273105",1,nan,sin información
2012,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,1,nan,sin información
2012,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,1,nan,sin información
2012,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"nm0450413,nm0646031,nm1654463",1,nan,sin información
2012,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"nm0492027,nm0355366,nm1677436",1,nan,sin información
2012,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,"?,nm4504623,?,?",1,nan,sin información
2012,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,nm0539844,1,nan,sin información
2012,JOHN A. BONNER MEDAL OF COMMENDATION,,,nm0852041,1,nan,sin información
2013,ACTOR IN A LEADING ROLE,American Hustle,Christian Bale,nm0000288,0,Columbia Pictures,columbia pictures
2013,ACTOR IN A LEADING ROLE,Nebraska,Bruce Dern,nm0001136,0,Paramount Vantage,paramount vantage
2013,ACTOR IN A LEADING ROLE,The Wolf of Wall Street,Leonardo DiCaprio,nm0000138,0,Red Granite Pictures,paramount
2013,ACTOR IN A LEADING ROLE,12 Years a Slave,Chiwetel Ejiofor,nm0252230,0,New Regency Productions,fox searchlight pictures
2013,ACTOR IN A LEADING ROLE,Dallas Buyers Club,Matthew McConaughey,nm0000190,1,Truth Entertainment,focus features
2013,ACTOR IN A SUPPORTING ROLE,Captain Phillips,Barkhad Abdi,nm5831542,0,Scott Rudin Productions,columbia pictures
2013,ACTOR IN A SUPPORTING ROLE,American Hustle,Bradley Cooper,nm0177896,0,Columbia Pictures,columbia pictures
2013,ACTOR IN A SUPPORTING ROLE,12 Years a Slave,Michael Fassbender,nm1055413,0,New Regency Productions,fox searchlight pictures
2013,ACTOR IN A SUPPORTING ROLE,The Wolf of Wall Street,Jonah Hill,nm1706767,0,Red Granite Pictures,paramount
2013,ACTOR IN A SUPPORTING ROLE,Dallas Buyers Club,Jared Leto,nm0001467,1,Truth Entertainment,focus features
2013,ACTRESS IN A LEADING ROLE,American Hustle,Amy Adams,nm0010736,0,Columbia Pictures,columbia pictures
2013,ACTRESS IN A LEADING ROLE,Blue Jasmine,Cate Blanchett,nm0000949,1,Gravier Productions,focus features international (ffi)
2013,ACTRESS IN A LEADING ROLE,Gravity,Sandra Bullock,nm0000113,0,Warner Bros.,cinematogrã¡fica blancica (cb)
2013,ACTRESS IN A LEADING ROLE,Philomena,Judi Dench,nm0001132,0,The Weinstein Company,twentieth century fox
2013,ACTRESS IN A LEADING ROLE,August: Osage County,Meryl Streep,nm0000658,0,The Weinstein Company,the weinstein company
2013,ACTRESS IN A SUPPORTING ROLE,Blue Jasmine,Sally Hawkins,nm1020089,0,Gravier Productions,focus features international (ffi)
2013,ACTRESS IN A SUPPORTING ROLE,American Hustle,Jennifer Lawrence,nm2225369,0,Columbia Pictures,columbia pictures
2013,ACTRESS IN A SUPPORTING ROLE,12 Years a Slave,Lupita Nyong'o,nm2143282,1,New Regency Productions,fox searchlight pictures
2013,ACTRESS IN A SUPPORTING ROLE,August: Osage County,Julia Roberts,nm0000210,0,The Weinstein Company,the weinstein company
2013,ACTRESS IN A SUPPORTING ROLE,Nebraska,June Squibb,nm0820053,0,Paramount Vantage,paramount vantage
2013,ANIMATED FEATURE FILM,The Croods,"Chris Sanders, Kirk DeMicco and Kristine Belson","nm0761498,nm0210320,nm0069549",0,DreamWorks Animation,twentieth century fox
2013,ANIMATED FEATURE FILM,Despicable Me 2,"Chris Renaud, Pierre Coffin and Chris Meledandri","nm0719208,nm1853544,nm0577560",0,Universal Pictures,universal
2013,ANIMATED FEATURE FILM,Ernest & Celestine,Benjamin Renner and Didier Brunner,"nm2883649,nm0116369",0,La Parti Productions,studiocanal
2013,ANIMATED FEATURE FILM,Frozen,"Chris Buck, Jennifer Lee and Peter Del Vecho","nm0118333,nm1601644,nm1275326",1,Walt Disney Animation Studios,walt disney studios motion pictures
2013,ANIMATED FEATURE FILM,The Wind Rises,Hayao Miyazaki and Toshio Suzuki,"nm0594503,nm0840699",0,Studio Ghibli,toho
2013,CINEMATOGRAPHY,The Grandmaster,Philippe Le Sourd,nm0494628,0,Block 2 Pictures,southern film
2013,CINEMATOGRAPHY,Gravity,Emmanuel Lubezki,nm0523881,1,Warner Bros.,cinematogrã¡fica blancica (cb)
2013,CINEMATOGRAPHY,Inside Llewyn Davis,Bruno Delbonnel,nm0216632,0,CBS Films,cbs films
2013,CINEMATOGRAPHY,Nebraska,Phedon Papamichael,nm0003659,0,Paramount Vantage,paramount vantage
2013,CINEMATOGRAPHY,Prisoners,Roger A. Deakins,nm0005683,0,Alcon Entertainment,warner bros
2013,COSTUME DESIGN,American Hustle,Michael Wilkinson,nm0929452,0,Columbia Pictures,columbia pictures
2013,COSTUME DESIGN,The Grandmaster,William Chang Suk Ping,nm0151858,0,Block 2 Pictures,southern film
2013,COSTUME DESIGN,The Great Gatsby,Catherine Martin,nm0552039,1,Warner Bros.,warner bros
2013,COSTUME DESIGN,The Invisible Woman,Michael O'Connor,nm0640445,0,BBC Film,lionsgate
2013,COSTUME DESIGN,12 Years a Slave,Patricia Norris,nm0635876,0,New Regency Productions,fox searchlight pictures
2013,DIRECTING,American Hustle,David O. Russell,nm0751102,0,Columbia Pictures,columbia pictures
2013,DIRECTING,Gravity,Alfonso Cuarón,nm0190859,1,Warner Bros.,cinematogrã¡fica blancica (cb)
2013,DIRECTING,Nebraska,Alexander Payne,nm0668247,0,Paramount Vantage,paramount vantage
2013,DIRECTING,12 Years a Slave,Steve McQueen,nm2588606,0,New Regency Productions,fox searchlight pictures
2013,DIRECTING,The Wolf of Wall Street,Martin Scorsese,nm0000217,0,Red Granite Pictures,paramount
